,Name,Result,Description,id
477,NewBeneficiaryFullAddress,"__Result = ""XXXX"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.InsuranceObjects.Any(i => i.GetInsuranceObjectTypeName() == ""Вигодонабувач""));
if (program != null)
{
	Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Вигодонабувач"");
	if (insuranceObject != null && insuranceObject.Object != null)
	{
		Workflow.DTO.Models.Face face = (Workflow.DTO.Models.Face)insuranceObject.Object;
		if (face != null && face.PostAddressObject != null)
		{
			if (face.PostAddressObject.GetParentRegionName() == face.PostAddressObject.GetRegionName())
			{
				__Result = face.PostAddressObject.PostCode + "" "" + face.PostAddressObject.GetParentRegionName() + "", "" + face.PostAddressObject.GetSettlementName() + "", "" + face.PostAddressObject.GetStreetTypeName() + "" "" + face.PostAddressObject.Street + "", б. "" + face.PostAddressObject.House + "", кв. "" + face.PostAddressObject.Flat;
			}
			else
			{
							__Result = face.PostAddressObject.PostCode + "" "" + face.PostAddressObject.GetParentRegionName() + "", "" + face.PostAddressObject.GetRegionName() + "", "" + face.PostAddressObject.GetSettlementName() + "", "" + face.PostAddressObject.GetStreetTypeName() + "" "" + face.PostAddressObject.Street + "", б. "" + face.PostAddressObject.House + "", кв. "" + face.PostAddressObject.Flat;
			}
		}
	}
}
",,477
478,NewInsurerFullAddress,"__Result = ""---"";
if (__Product.Insurer.Face != null && __Product.Insurer.Face.PostAddressObject != null)
{
	if (__Product.Insurer.Face.PostAddressObject.GetParentRegionName() == __Product.Insurer.Face.PostAddressObject.GetRegionName())
	{
		__Result = __Product.Insurer.Face.PostAddressObject.PostCode + "" "" + __Product.Insurer.Face.PostAddressObject.GetParentRegionName() + "", "" + __Product.Insurer.Face.PostAddressObject.GetSettlementName() + "", "" + __Product.Insurer.Face.PostAddressObject.GetStreetTypeName() + "" "" + __Product.Insurer.Face.PostAddressObject.Street + "", б. "" + __Product.Insurer.Face.PostAddressObject.House + "", кв. "" + __Product.Insurer.Face.PostAddressObject.Flat;
	}
	else
	{
			__Result = __Product.Insurer.Face.PostAddressObject.PostCode + "" "" + __Product.Insurer.Face.PostAddressObject.GetParentRegionName() + "", "" + __Product.Insurer.Face.PostAddressObject.GetRegionName() + "", "" + __Product.Insurer.Face.PostAddressObject.GetSettlementName() + "", "" + __Product.Insurer.Face.PostAddressObject.GetStreetTypeName() + "" "" + __Product.Insurer.Face.PostAddressObject.Street + "", б. "" + __Product.Insurer.Face.PostAddressObject.House + "", кв. "" + __Product.Insurer.Face.PostAddressObject.Flat;
	}
}
",,478
479,VehicleBrand,"__Result = """";
int programIndex = 0;
while (programIndex < __Product.Programs.Count() && string.IsNullOrEmpty(__Result))
{
	Workflow.DTO.Models.Program program = __Product.Programs[programIndex];
	int insuranceObjectIndex = 0;
	while (insuranceObjectIndex < program.InsuranceObjects.Count() && string.IsNullOrEmpty(__Result))
	{
		Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects[insuranceObjectIndex];
		if (insuranceObject.GetInsuranceObjectTypeName() == ""Об’єкт страхування"" && insuranceObject.Object != null && insuranceObject.Object.GetObjectTypeName() == ""Наземний транспортний засіб"")
		{
			Workflow.DTO.Models.Vehicle vehicle = (Workflow.DTO.Models.Vehicle)insuranceObject.Object;
			if (vehicle != null && vehicle.GetVehicleManufacturerName() != null)
			{
				__Result = vehicle.GetVehicleManufacturerName();
			}
		}
		insuranceObjectIndex = insuranceObjectIndex + 1;
	}
	programIndex = programIndex + 1;
}
",,479
480,731InsurerIdentificationCode,"__Result = ""---"";
if (__Product.Insurer.Face.PersonTypeID != 2)
{
	if (__Product.Insurer.Face.IdentificationCode != null)
	{
		__Result = string.Format(""{0}"", __Product.Insurer.Face.IdentificationCode);
	}
}
",,480
481,731InsurerEDRPOU,"__Result = ""---"";
if (__Product.Insurer.Face.PersonTypeID == 2)
{
	if (__Product.Insurer.Face.EDRPOU != null)
	{
		__Result = string.Format(""{0}"", __Product.Insurer.Face.EDRPOU);
	}
}
",,481
482,RepresentativeDoc,"__Result = ""---"";
if (__Product.Insurer != null && __Product.Insurer.Representative != null)
{
	Workflow.DTO.Models.Document doc = __Product.Insurer.Representative.Documents.FirstOrDefault(d => d.gid == __Product.Insurer.DocumentGID);
	if (doc != null)
	{
		__Result = ""на підставі документу "" + doc.GetDocumentTypeName();
	}
	if (doc.Number != null)
	{
		__Result = __Result + "" номер "" + doc.Number;
	}
	if (!string.IsNullOrEmpty(doc.IssuedBy))
	{
		__Result = __Result + "" виданого "" + doc.IssuedBy;
	}
	if (doc.IssuedDate != null)
	{
		__Result = __Result + "" від "" + doc.IssuedDate.Value.ToShortDateString() + "" р."";
	}
}
",,482
483,RepresentativePost,"__Result = ""---"";
if (__Product.Insurer != null && __Product.Insurer.Representative != null)
{
	__Result = __Product.Insurer.Representative.GenitivePost != null ? __Product.Insurer.Representative.GenitivePost : ""---"";
}
",,483
484,RepresentativeName,"__Result = ""---"";
if (__Product.Insurer != null && __Product.Insurer.Representative != null)
{
	__Result = __Product.Insurer.Representative.GenitiveName != null ? __Product.Insurer.Representative.GenitiveName : ""---"";
}
",,484
485,731InsCasesTheft,"__Result = ""Ні"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""211"" || p.GetInsuranceTypeCode() == ""212"" || p.GetInsuranceTypeCode() == ""213"" || p.GetInsuranceTypeCode() == ""214"" || p.GetInsuranceTypeCode() == ""221"" || p.GetInsuranceTypeCode() == ""222"" || p.GetInsuranceTypeCode() == ""223"" || p.GetInsuranceTypeCode() == ""224"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Страхові випадки за договором"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""Повне КАСКО"")
	{
		__Result = ""Так"";
	}
	else
	{
			if (param != null && param.GetParameterValueCaption().ToString() == ""«ДТП» та «НЕЗАКОННЕ ЗАВОЛОДІННЯ»"")
		{
			__Result = ""Так"";
		}
	}
}
",,485
486,731InsCasesDamage,"__Result = ""Ні"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""211"" || p.GetInsuranceTypeCode() == ""212"" || p.GetInsuranceTypeCode() == ""213"" || p.GetInsuranceTypeCode() == ""214"" || p.GetInsuranceTypeCode() == ""221"" || p.GetInsuranceTypeCode() == ""222"" || p.GetInsuranceTypeCode() == ""223"" || p.GetInsuranceTypeCode() == ""224"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Страхові випадки за договором"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""Повне КАСКО"")
	{
		__Result = ""Так"";
	}
	else
	{
			if (param != null && param.GetParameterValueCaption().ToString() == ""«ПОШКОДЖЕННЯ»"")
		{
			__Result = ""Так"";
		}
	}
}
",,486
487,731AutoInsSum,"__Result = ""--------"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""211"" || p.GetInsuranceTypeCode() == ""212"" || p.GetInsuranceTypeCode() == ""213"" || p.GetInsuranceTypeCode() == ""214"" || p.GetInsuranceTypeCode() == ""221"" || p.GetInsuranceTypeCode() == ""222"" || p.GetInsuranceTypeCode() == ""223"" || p.GetInsuranceTypeCode() == ""224"");
if (program != null)
{
	Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(io => io.GetInsuranceObjectTypeName() == ""Об’єкт страхування"" && io.GetObjectTypeName() != ""Додаткове обладнання"");
	if (insuranceObject != null && insuranceObject.InsuranceSum != null)
	{
		__Result = insuranceObject.InsuranceSum.Value.ToString(""N2"");
	}
}
",,487
488,731DamageOutsideUkr,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""211"" || p.GetInsuranceTypeCode() == ""212"" || p.GetInsuranceTypeCode() == ""213"" || p.GetInsuranceTypeCode() == ""214"" || p.GetInsuranceTypeCode() == ""221"" || p.GetInsuranceTypeCode() == ""222"" || p.GetInsuranceTypeCode() == ""223"" || p.GetInsuranceTypeCode() == ""224"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Покриття «ПОШКОДЖЕННЯ» за межами України"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,488
489,731MilitaryActions,"__Result = ""Ні"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""211"" || p.GetInsuranceTypeCode() == ""212"" || p.GetInsuranceTypeCode() == ""213"" || p.GetInsuranceTypeCode() == ""214"" || p.GetInsuranceTypeCode() == ""221"" || p.GetInsuranceTypeCode() == ""222"" || p.GetInsuranceTypeCode() == ""223"" || p.GetInsuranceTypeCode() == ""224"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Покриття за умовою «ВОЄННІ ДІЇ»"");
	if (param != null && param.GetParameterValueCaption().ToString() != ""Відсутнє"")
	{
		__Result = ""Так"";
	}
}
",,489
490,731STO,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""211"" || p.GetInsuranceTypeCode() == ""212"" || p.GetInsuranceTypeCode() == ""213"" || p.GetInsuranceTypeCode() == ""214"" || p.GetInsuranceTypeCode() == ""221"" || p.GetInsuranceTypeCode() == ""222"" || p.GetInsuranceTypeCode() == ""223"" || p.GetInsuranceTypeCode() == ""224"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""СТО (станція технічного обслуговування)"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,490
491,731WearofParts,"__Result = """";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""211"" || p.GetInsuranceTypeCode() == ""212"" || p.GetInsuranceTypeCode() == ""213"" || p.GetInsuranceTypeCode() == ""214"" || p.GetInsuranceTypeCode() == ""221"" || p.GetInsuranceTypeCode() == ""222"" || p.GetInsuranceTypeCode() == ""223"" || p.GetInsuranceTypeCode() == ""224"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Врахування зносу"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""Так"")
	{
		__Result = ""Так"";
	}
	else
	{
			__Result = ""Ні"";
	}
}
",,491
492,731TrafficViolation,"__Result = """";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""211"" || p.GetInsuranceTypeCode() == ""212"" || p.GetInsuranceTypeCode() == ""213"" || p.GetInsuranceTypeCode() == ""214"" || p.GetInsuranceTypeCode() == ""221"" || p.GetInsuranceTypeCode() == ""222"" || p.GetInsuranceTypeCode() == ""223"" || p.GetInsuranceTypeCode() == ""224"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Грубі порушення ПДР"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""Покриваються"")
	{
		__Result = ""Так"";
	}
	else
	{
			__Result = ""Ні"";
	}
}
",,492
493,731FranGlass,"__Result = ""---"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""211"" || p.GetInsuranceTypeCode() == ""212"" || p.GetInsuranceTypeCode() == ""213"" || p.GetInsuranceTypeCode() == ""214"" || p.GetInsuranceTypeCode() == ""221"" || p.GetInsuranceTypeCode() == ""222"" || p.GetInsuranceTypeCode() == ""223"" || p.GetInsuranceTypeCode() == ""224"");
if (program != null)
{
	Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"" && i.GetObjectTypeName() != ""Додаткове обладнання"" && i.Object != null && i.Covers != null);
	if (insuranceObject != null)
	{
		Workflow.DTO.Models.Cover cover = insuranceObject.Covers.FirstOrDefault(c => c.GetRiskName() == ""ДТП - дорожньо-транспортна пригода «ПОШКОДЖЕННЯ»"" && c.Franchises != null);
		if (cover != null)
		{
			Workflow.DTO.Models.Franchise franchise = cover.Franchises.FirstOrDefault(f => f.GetFranchiseTypeName() == ""Франшиза по пошкодженню виключно скляних деталей"");
			if (franchise != null)
			{
				if (franchise.GetFranchiseValueCaption() != null && !string.IsNullOrEmpty(franchise.GetFranchiseValueCaption().ToString()))
				{
					__Result = franchise.GetFranchiseValueCaption().ToString();
				}
			}
		}
	}
}
",,493
494,731FranTheft,"__Result = ""---"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""211"" || p.GetInsuranceTypeCode() == ""212"" || p.GetInsuranceTypeCode() == ""213"" || p.GetInsuranceTypeCode() == ""214"" || p.GetInsuranceTypeCode() == ""221"" || p.GetInsuranceTypeCode() == ""222"" || p.GetInsuranceTypeCode() == ""223"" || p.GetInsuranceTypeCode() == ""224"");
if (program != null)
{
	Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"" && i.GetObjectTypeName() != ""Додаткове обладнання"" && i.Object != null && i.Covers != null);
	if (insuranceObject != null)
	{
		Workflow.DTO.Models.Cover cover = insuranceObject.Covers.FirstOrDefault(c => c.GetRiskName() == ""ДТП - дорожньо-транспортна пригода «ПОШКОДЖЕННЯ»"" && c.Franchises != null);
		if (cover != null)
		{
			Workflow.DTO.Models.Franchise franchise = cover.Franchises.FirstOrDefault(f => f.GetFranchiseTypeName() == ""Франшиза по «Незаконне заволодіння» та «Повна загибель»"");
			if (franchise != null)
			{
				if (franchise.GetFranchiseValueCaption() != null && !string.IsNullOrEmpty(franchise.GetFranchiseValueCaption().ToString()))
				{
					__Result = franchise.GetFranchiseValueCaption().ToString();
				}
			}
		}
	}
}
",,494
495,731FranDamage,"__Result = ""---"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""211"" || p.GetInsuranceTypeCode() == ""212"" || p.GetInsuranceTypeCode() == ""213"" || p.GetInsuranceTypeCode() == ""214"" || p.GetInsuranceTypeCode() == ""221"" || p.GetInsuranceTypeCode() == ""222"" || p.GetInsuranceTypeCode() == ""223"" || p.GetInsuranceTypeCode() == ""224"");
if (program != null)
{
	Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"" && i.GetObjectTypeName() != ""Додаткове обладнання"" && i.Object != null && i.Covers != null);
	if (insuranceObject != null)
	{
		Workflow.DTO.Models.Cover cover = insuranceObject.Covers.FirstOrDefault(c => c.GetRiskName() == ""ДТП - дорожньо-транспортна пригода «ПОШКОДЖЕННЯ»"" && c.Franchises != null);
		if (cover != null)
		{
			Workflow.DTO.Models.Franchise franchise = cover.Franchises.FirstOrDefault(f => f.GetFranchiseTypeName() == ""Франшиза по пошкодженню"");
			if (franchise != null)
			{
				if (franchise.GetFranchiseValueCaption() != null && !string.IsNullOrEmpty(franchise.GetFranchiseValueCaption().ToString()))
				{
					__Result = franchise.GetFranchiseValueCaption().ToString();
				}
			}
		}
	}
}
",,495
496,731PropertyInsSum,"__Result = ""--------"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""211"" || p.GetInsuranceTypeCode() == ""212"" || p.GetInsuranceTypeCode() == ""213"" || p.GetInsuranceTypeCode() == ""214"" || p.GetInsuranceTypeCode() == ""221"" || p.GetInsuranceTypeCode() == ""222"" || p.GetInsuranceTypeCode() == ""223"" || p.GetInsuranceTypeCode() == ""224"");
if (program != null)
{
	List<Workflow.DTO.Models.InsuranceObject> insuranceObjects = program.InsuranceObjects.Where(i => i.GetObjectTypeName() == ""Додаткове обладнання"" && i.InsuranceSum != null);
	if (insuranceObjects != null && insuranceObjects.Count() > 0)
	{
		__Result = insuranceObjects.Sum(i => i.InsuranceSum.Value).ToString(""N2"");
	}
}
",,496
497,731Rate,"__Result = ""--------"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""211"" || p.GetInsuranceTypeCode() == ""212"" || p.GetInsuranceTypeCode() == ""213"" || p.GetInsuranceTypeCode() == ""214"" || p.GetInsuranceTypeCode() == ""221"" || p.GetInsuranceTypeCode() == ""222"" || p.GetInsuranceTypeCode() == ""223"" || p.GetInsuranceTypeCode() == ""224"");
if (program != null)
{
	decimal value = program.InsuranceRate;
	__Result = value.ToString(""N3"");
}
",,497
498,731Keys,"__Result = ""----"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""211"" || p.GetInsuranceTypeCode() == ""212"" || p.GetInsuranceTypeCode() == ""213"" || p.GetInsuranceTypeCode() == ""214"" || p.GetInsuranceTypeCode() == ""221"" || p.GetInsuranceTypeCode() == ""222"" || p.GetInsuranceTypeCode() == ""223"" || p.GetInsuranceTypeCode() == ""224"");
if (prog != null)
{
	Workflow.DTO.Models.InsuranceObject insObj = prog.InsuranceObjects.FirstOrDefault(io => io.GetInsuranceObjectTypeName() == ""Об’єкт страхування"" && io.GetObjectTypeName() != ""Додаткове обладнання"");
	if (insObj != null)
	{
		Workflow.DTO.Models.EntityAttribute attr = insObj.EntityAttributes.FirstOrDefault(ea => ea.GetAttributeCaption() == ""Кількість комплектів ключів"");
		if (attr != null)
		{
			__Result = attr.Value.ToString();
		}
	}
}
",,498
499,731Region,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""211"" || p.GetInsuranceTypeCode() == ""212"" || p.GetInsuranceTypeCode() == ""213"" || p.GetInsuranceTypeCode() == ""214"" || p.GetInsuranceTypeCode() == ""221"" || p.GetInsuranceTypeCode() == ""222"" || p.GetInsuranceTypeCode() == ""223"" || p.GetInsuranceTypeCode() == ""224"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Регіон експлуатації"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,499
500,731InsCasesRoadAccident,"__Result = ""Ні"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""211"" || p.GetInsuranceTypeCode() == ""212"" || p.GetInsuranceTypeCode() == ""213"" || p.GetInsuranceTypeCode() == ""214"" || p.GetInsuranceTypeCode() == ""221"" || p.GetInsuranceTypeCode() == ""222"" || p.GetInsuranceTypeCode() == ""223"" || p.GetInsuranceTypeCode() == ""224"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Страхові випадки за договором"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""«ДТП»"" || param.GetParameterValueCaption().ToString() == ""«ДТП» та «НЕЗАКОННЕ ЗАВОЛОДІННЯ»"")
	{
		__Result = ""Так"";
	}
}
",,500
501,731DriversAge,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""211"" || p.GetInsuranceTypeCode() == ""212"" || p.GetInsuranceTypeCode() == ""213"" || p.GetInsuranceTypeCode() == ""214"" || p.GetInsuranceTypeCode() == ""221"" || p.GetInsuranceTypeCode() == ""222"" || p.GetInsuranceTypeCode() == ""223"" || p.GetInsuranceTypeCode() == ""224"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Вік водіїв"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,501
502,731AntiTheft,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""211"" || p.GetInsuranceTypeCode() == ""212"" || p.GetInsuranceTypeCode() == ""213"" || p.GetInsuranceTypeCode() == ""214"" || p.GetInsuranceTypeCode() == ""221"" || p.GetInsuranceTypeCode() == ""222"" || p.GetInsuranceTypeCode() == ""223"" || p.GetInsuranceTypeCode() == ""224"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Засоби проти викрадення"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,502
503,731OperatingConditions,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""211"" || p.GetInsuranceTypeCode() == ""212"" || p.GetInsuranceTypeCode() == ""213"" || p.GetInsuranceTypeCode() == ""214"" || p.GetInsuranceTypeCode() == ""221"" || p.GetInsuranceTypeCode() == ""222"" || p.GetInsuranceTypeCode() == ""223"" || p.GetInsuranceTypeCode() == ""224"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Умови експлуатації ТЗ"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,503
504,SMS731,"__Result = ""Разовий ідентифікатор для підписання договору \""Надійне КАСКО\"": {smscode}, посилання для оплати "" + __Context.GetSetting(""PaymentURL"") + __InsuranceApplication.id.ToString() + ""-"" + __InsuranceApplication.gid.ToString().Substring(0, __InsuranceApplication.gid.ToString().IndexOf(""-""));
",,504
505,731Subject,"__Result = ""Договір страхування \""Надійне КАСКО\"" номер "" + __Product.PolisNumber;
",,505
506,731Letter,"__Result = ""Вітаємо!<br/>Ви щойно придбали договір страхування. Дякуємо за Ваш вибір.<br/>Договір у вкладенні.<br/>Із найкращими побажаннями,<br/> НАСК \""ОРАНТА\"""";
",,506
507,219FirstPaymentSchedulePart,"__Result = ""-----"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""219"" || p.GetInsuranceTypeCode() == ""218"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Оплата частинами"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""Ні"")
	{
		__Result = __Product.PaymentPeriods[0].PlanDate != null ? __Product.PaymentPeriods[0].PlanDate.AddSeconds((double)0).ToShortDateString() + "" р."" : ""-----"";
	}
}
else
{
	if (program == null)
	{
		__Result = __Product.PaymentPeriods[0].PlanDate != null ? __Product.PaymentPeriods[0].PlanDate.AddSeconds((double)0).ToShortDateString() + "" р."" : ""-----"";
	}
}
",,507
508,FirstPaymentSchedulePart,"__Result = ""-----"";
Workflow.DTO.Models.Program program = __Product.Programs[0];
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Графік платежів"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""1 платіж"")
	{
		__Result = __Product.PaymentPeriods[0].PlanDate != null ? __Product.PaymentPeriods[0].PlanDate.AddSeconds((double)0).ToShortDateString() + "" р."" : ""-----"";
	}
}
",,508
509,FourthPaymentPartEndDate,"__Result = __Product.PaymentPeriods[3].DueDate != null ? __Product.PaymentPeriods[3].DueDate.AddSeconds((double)(-1)).ToShortDateString() : ""-----"";
",,509
510,ThirdPaymentPartEndDate,"__Result = __Product.PaymentPeriods[2].DueDate != null ? __Product.PaymentPeriods[2].DueDate.AddSeconds((double)(-1)).ToShortDateString() : ""-----"";
",,510
511,SecondPaymentPartEndDate,"__Result = __Product.PaymentPeriods[1].DueDate != null ? __Product.PaymentPeriods[1].DueDate.AddSeconds((double)(-1)).ToShortDateString() : ""-----"";
",,511
512,FirstPaymentPartEndDate,"__Result = __Product.PaymentPeriods[0].DueDate != null ? __Product.PaymentPeriods[0].DueDate.AddSeconds((double)(-1)).ToShortDateString() : ""-----"";
",,512
513,LuggageInsSumDollar,"Workflow.DTO.Models.Program prog = GetProgramLuggage;
__Result = ""-----"";
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue paramCurr = prog.Parameters.FirstOrDefault(pr => pr.GetParameterCaption() == ""Страхова сума в USD"");
	Workflow.DTO.Models.ProgramParameterValue paramCurrency = prog.Parameters.FirstOrDefault(pr => pr.GetParameterCaption() == ""Валюта"");
	if (paramCurr != null && paramCurrency.GetParameterValueCaption().ToString() == ""USD"")
	{
		decimal resultSum = decimal.Parse(paramCurr.GetParameterValueCaption().ToString());
		__Result = resultSum.ToString();
	}
}
",,513
514,LuggageInsSumEURO,"Workflow.DTO.Models.Program prog = GetProgramLuggage;
__Result = ""-----"";
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue paramCurr = prog.Parameters.FirstOrDefault(pr => pr.GetParameterCaption() == ""Страхова сума в EURO"");
	Workflow.DTO.Models.ProgramParameterValue paramCurrency = prog.Parameters.FirstOrDefault(pr => pr.GetParameterCaption() == ""Валюта"");
	if (paramCurr != null && paramCurrency.GetParameterValueCaption().ToString() == ""EURO"")
	{
		decimal resultSum = decimal.Parse(paramCurr.GetParameterValueCaption().ToString());
		__Result = resultSum.ToString();
	}
}
",,514
515,AccidentInsSumDollar,"Workflow.DTO.Models.Program prog = GetProgramAccident;
__Result = ""-----"";
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue paramCurr = prog.Parameters.FirstOrDefault(pr => pr.GetParameterCaption() == ""Страхова сума в USD"");
	Workflow.DTO.Models.ProgramParameterValue paramCurrency = prog.Parameters.FirstOrDefault(pr => pr.GetParameterCaption() == ""Валюта"");
	if (paramCurr != null && paramCurrency.GetParameterValueCaption().ToString() == ""USD"")
	{
		decimal resultSum = decimal.Parse(paramCurr.GetParameterValueCaption().ToString());
		__Result = resultSum.ToString();
	}
}
",,515
516,AccidentInsSumEURO,"Workflow.DTO.Models.Program prog = GetProgramAccident;
__Result = ""-----"";
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue paramCurr = prog.Parameters.FirstOrDefault(pr => pr.GetParameterCaption() == ""Страхова сума в EURO"");
	Workflow.DTO.Models.ProgramParameterValue paramCurrency = prog.Parameters.FirstOrDefault(pr => pr.GetParameterCaption() == ""Валюта"");
	if (paramCurr != null && paramCurrency.GetParameterValueCaption().ToString() == ""EURO"")
	{
		decimal resultSum = decimal.Parse(paramCurr.GetParameterValueCaption().ToString());
		__Result = resultSum.ToString();
	}
}
",,516
517,MedInsSumDollar,"Workflow.DTO.Models.Program prog = GetProgramMed;
__Result = ""-----"";
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue paramCurr = prog.Parameters.FirstOrDefault(pr => pr.GetParameterCaption() == ""Страхова сума в USD"");
	Workflow.DTO.Models.ProgramParameterValue paramCurrency = prog.Parameters.FirstOrDefault(pr => pr.GetParameterCaption() == ""Валюта"");
	if (paramCurr != null && paramCurrency.GetParameterValueCaption().ToString() == ""USD"")
	{
		decimal resultSum = decimal.Parse(paramCurr.GetParameterValueCaption().ToString());
		__Result = resultSum.ToString();
	}
}
",,517
